"ORIGIN","ORIGIN_CITY_NAME","DEST","DEST_CITY_NAME",
"06A","Kizhuyak, AK","A43","Kodiak Island, AK",
"06A","Kizhuyak, AK","A43","Kodiak Island, AK",
"09A","Homer, AK","ADQ","Kodiak, AK",
"09A","Homer, AK","ADQ","Kodiak, AK",
"09A","Homer, AK","ORI","Port Lions, AK",
"1G4","Peach Springs, AZ","BLD","Boulder City, NV",
"7AK","Akun, AK","KQA","Akutan, AK",
"7AK","Akun, AK","DUT","Unalaska, AK",
"7AK","Akun, AK","DUT","Unalaska, AK",
"7AK","Akun, AK","KQA","Akutan, AK",
"A01","Fairbanks/Ft. Wainwright, AK","FAI","Fairbanks, AK",
"A1K","Deadhorse1, AK","SCC","Deadhorse, AK",
"A20","Alpine, AK","ANC","Anchorage, AK",
"A20","Alpine, AK","A20","Alpine, AK",
"A20","Alpine, AK","SCC","Deadhorse, AK",
"A27","Pogo Mines, AK","FAI","Fairbanks, AK",
"A29","Kiluda Bay, AK","A43","Kodiak Island, AK",
"A2L","Fort Payne, AL","TN8","Nashville, TN",
"A43","Kodiak Island, AK","AOS","Amook Bay, AK",
"A43","Kodiak Island, AK","KKB","Kitoi Bay, AK",
"A43","Kodiak Island, AK","KOY","Olga Bay, AK",
"A43","Kodiak Island, AK","KPY","Port Bailey, AK",
"A43","Kodiak Island, AK","AOS","Amook Bay, AK",
"A43","Kodiak Island, AK","KKB","Kitoi Bay, AK",
"A43","Kodiak Island, AK","KOY","Olga Bay, AK",
"A43","Kodiak Island, AK","KPY","Port Bailey, AK",
"A43","Kodiak Island, AK","KWP","West Point, AK",
"A43","Kodiak Island, AK","ALZ","Lazy Bay, AK",
"A43","Kodiak Island, AK","DGB","Danger Bay, AK",
"A43","Kodiak Island, AK","EHR","Eagle Harbor, AK",
"A43","Kodiak Island, AK","KKB","Kitoi Bay, AK",
"A43","Kodiak Island, AK","KOY","Olga Bay, AK",
"A43","Kodiak Island, AK","ONN","Onion Bay, AK",
"A43","Kodiak Island, AK","SYB","Seal Bay, AK",
"A43","Kodiak Island, AK","UGI","Uganik, AK",
"A43","Kodiak Island, AK","06A","Kizhuyak, AK",
"A43","Kodiak Island, AK","A29","Kiluda Bay, AK",
"A43","Kodiak Island, AK","AOS","Amook Bay, AK",
"A43","Kodiak Island, AK","DGB","Danger Bay, AK",
"A43","Kodiak Island, AK","EHR","Eagle Harbor, AK",
"A43","Kodiak Island, AK","KKB","Kitoi Bay, AK",
"A43","Kodiak Island, AK","KOY","Olga Bay, AK",
"A43","Kodiak Island, AK","KPY","Port Bailey, AK",
"A43","Kodiak Island, AK","SYB","Seal Bay, AK",
"A43","Kodiak Island, AK","06A","Kizhuyak, AK",
"A43","Kodiak Island, AK","A29","Kiluda Bay, AK",
"AAF","Apalachicola, FL","PTN","Patterson, LA",
"ABE","Allentown/Bethlehem/Easton, PA","DTW","Detroit, MI",
"ABE","Allentown/Bethlehem/Easton, PA","DTW","Detroit, MI",
"ABE","Allentown/Bethlehem/Easton, PA","SFB","Sanford, FL",
"ABE","Allentown/Bethlehem/Easton, PA","PIE","St. Petersburg, FL",
"ABE","Allentown/Bethlehem/Easton, PA","PGD","Punta Gorda, FL",
"ABE","Allentown/Bethlehem/Easton, PA","SFB","Sanford, FL",
"ABE","Allentown/Bethlehem/Easton, PA","BNA","Nashville, TN",
"ABE","Allentown/Bethlehem/Easton, PA","PIE","St. Petersburg, FL",
"ABE","Allentown/Bethlehem/Easton, PA","FLL","Fort Lauderdale, FL",
"ABE","Allentown/Bethlehem/Easton, PA","SRQ","Sarasota/Bradenton, FL",
"ABE","Allentown/Bethlehem/Easton, PA","MEM","Memphis, TN",
"ABE","Allentown/Bethlehem/Easton, PA","IND","Indianapolis, IN",
"ABE","Allentown/Bethlehem/Easton, PA","ATL","Atlanta, GA",
"ABE","Allentown/Bethlehem/Easton, PA","CLT","Charlotte, NC",
"ABE","Allentown/Bethlehem/Easton, PA","CLT","Charlotte, NC",
"ABE","Allentown/Bethlehem/Easton, PA","PHL","Philadelphia, PA",
"ABE","Allentown/Bethlehem/Easton, PA","AFW","Dallas/Fort Worth, TX",
"ABE","Allentown/Bethlehem/Easton, PA","SMF","Sacramento, CA",
"ABE","Allentown/Bethlehem/Easton, PA","RFD","Rockford, IL",
"ABE","Allentown/Bethlehem/Easton, PA","BDL","Hartford, CT",
"ABE","Allentown/Bethlehem/Easton, PA","LAL","Lakeland, FL",
"ABE","Allentown/Bethlehem/Easton, PA","IAD","Washington, DC",
"ABE","Allentown/Bethlehem/Easton, PA","ORD","Chicago, IL",
"ABE","Allentown/Bethlehem/Easton, PA","ORD","Chicago, IL",
"ABI","Abilene, TX","IAH","Houston, TX",
"ABI","Abilene, TX","LBB","Lubbock, TX",
"ABI","Abilene, TX","DFW","Dallas/Fort Worth, TX",
"ABI","Abilene, TX","DFW","Dallas/Fort Worth, TX",
"ABI","Abilene, TX","SBA","Santa Barbara, CA",
"ABI","Abilene, TX","DFW","Dallas/Fort Worth, TX",
"ABI","Abilene, TX","DFW","Dallas/Fort Worth, TX",
"ABL","Ambler, AK","OTZ","Kotzebue, AK",
"ABL","Ambler, AK","OTZ","Kotzebue, AK",
"ABL","Ambler, AK","SHG","Shungnak, AK",
"ABL","Ambler, AK","OTZ","Kotzebue, AK",
"ABL","Ambler, AK","ORV","Noorvik, AK",
"ABL","Ambler, AK","SHG","Shungnak, AK",
"ABL","Ambler, AK","OBU","Kobuk, AK",
"ABL","Ambler, AK","OTZ","Kotzebue, AK",
"ABL","Ambler, AK","SHG","Shungnak, AK",
"ABL","Ambler, AK","OTZ","Kotzebue, AK",
"ABL","Ambler, AK","SHG","Shungnak, AK",
"ABL","Ambler, AK","IAN","Kiana, AK",
"ABL","Ambler, AK","RDB","Red Dog, AK",
"ABQ","Albuquerque, NM","SEA","Seattle, WA",
"ABQ","Albuquerque, NM","SEA","Seattle, WA",
"ABQ","Albuquerque, NM","SEA","Seattle, WA",
"ABQ","Albuquerque, NM","DRO","Durango, CO",
"ABQ","Albuquerque, NM","CEZ","Cortez, CO",
"ABQ","Albuquerque, NM","XWH","Aztec, NM",
"ABQ","Albuquerque, NM","FMN","Farmington, NM",
"ABQ","Albuquerque, NM","GUP","Gallup, NM",
"ABQ","Albuquerque, NM","IAH","Houston, TX",
"ABQ","Albuquerque, NM","DEN","Denver, CO",
"ABQ","Albuquerque, NM","SFO","San Francisco, CA",
"ABQ","Albuquerque, NM","DRO","Durango, CO",
"ABQ","Albuquerque, NM","DFW","Dallas/Fort Worth, TX",
"ABQ","Albuquerque, NM","LAX","Los Angeles, CA",
"ABQ","Albuquerque, NM","PHX","Phoenix, AZ",
"ABQ","Albuquerque, NM","LAS","Las Vegas, NV",
"ABQ","Albuquerque, NM","AUS","Austin, TX",
"ABQ","Albuquerque, NM","LAS","Las Vegas, NV",
"ABQ","Albuquerque, NM","AUS","Austin, TX",
"ABQ","Albuquerque, NM","SAT","San Antonio, TX",
"ABQ","Albuquerque, NM","DEN","Denver, CO",
"ABQ","Albuquerque, NM","LAS","Las Vegas, NV",
"ABQ","Albuquerque, NM","SAN","San Diego, CA",
"ABQ","Albuquerque, NM","DAL","Dallas, TX",
"ABQ","Albuquerque, NM","HOU","Houston, TX",
"ABQ","Albuquerque, NM","PHX","Phoenix, AZ",
"ABQ","Albuquerque, NM","AUS","Austin, TX",
"ABQ","Albuquerque, NM","MDW","Chicago, IL",
"ABQ","Albuquerque, NM","MCI","Kansas City, MO",
"ABQ","Albuquerque, NM","DEN","Denver, CO",
"ABQ","Albuquerque, NM","LAS","Las Vegas, NV",
"ABQ","Albuquerque, NM","OAK","Oakland, CA",
"ABQ","Albuquerque, NM","BWI","Baltimore, MD",
"ABQ","Albuquerque, NM","DAL","Dallas, TX",
"ABQ","Albuquerque, NM","HOU","Houston, TX",
"ABQ","Albuquerque, NM","LAX","Los Angeles, CA",
"ABQ","Albuquerque, NM","PHX","Phoenix, AZ",
"ABQ","Albuquerque, NM","MDW","Chicago, IL",
"ABQ","Albuquerque, NM","DFW","Dallas/Fort Worth, TX",
"ABQ","Albuquerque, NM","IAH","Houston, TX",
"ABQ","Albuquerque, NM","SVC","Silver City/Hurley, NM",
"ABQ","Albuquerque, NM","LRD","Laredo, TX",
"ABQ","Albuquerque, NM","SAT","San Antonio, TX",
"ABQ","Albuquerque, NM","ONT","Ontario, CA",
"ABQ","Albuquerque, NM","MEM","Memphis, TN",
"ABQ","Albuquerque, NM","DFW","Dallas/Fort Worth, TX",
"ABQ","Albuquerque, NM","DRO","Durango, CO",
"ABQ","Albuquerque, NM","FMN","Farmington, NM",
"ABQ","Albuquerque, NM","GUP","Gallup, NM",
"ABQ","Albuquerque, NM","CEZ","Cortez, CO",
"ABQ","Albuquerque, NM","XWH","Aztec, NM",
"ABQ","Albuquerque, NM","MCI","Kansas City, MO",
"ABQ","Albuquerque, NM","LBB","Lubbock, TX",
"ABQ","Albuquerque, NM","MEM","Memphis, TN",
"ABQ","Albuquerque, NM","DFW","Dallas/Fort Worth, TX",
"ABQ","Albuquerque, NM","BUR","Burbank, CA",
"ABQ","Albuquerque, NM","ONT","Ontario, CA",
"ABQ","Albuquerque, NM","DEN","Denver, CO",
"ABQ","Albuquerque, NM","FLL","Fort Lauderdale, FL",
"ABQ","Albuquerque, NM","JFK","New York, NY",
"ABQ","Albuquerque, NM","FLL","Fort Lauderdale, FL",
"ABQ","Albuquerque, NM","JFK","New York, NY",
"ABQ","Albuquerque, NM","ELP","El Paso, TX",
"ABQ","Albuquerque, NM","ONT","Ontario, CA",
"ABQ","Albuquerque, NM","DFW","Dallas/Fort Worth, TX",
"ABQ","Albuquerque, NM","PHX","Phoenix, AZ",
"ABQ","Albuquerque, NM","SDF","Louisville, KY",
"ABQ","Albuquerque, NM","IAH","Houston, TX",
"ABQ","Albuquerque, NM","ELP","El Paso, TX",
"ABQ","Albuquerque, NM","ONT","Ontario, CA",
"ABQ","Albuquerque, NM","LRD","Laredo, TX",
"ABQ","Albuquerque, NM","DEN","Denver, CO",
"ABQ","Albuquerque, NM","PHX","Phoenix, AZ",
"ABQ","Albuquerque, NM","SDF","Louisville, KY",
"ABQ","Albuquerque, NM","ELP","El Paso, TX",
"ABQ","Albuquerque, NM","ONT","Ontario, CA",
"ABQ","Albuquerque, NM","DFW","Dallas/Fort Worth, TX",
"ABQ","Albuquerque, NM","PHX","Phoenix, AZ",
"ABQ","Albuquerque, NM","SDF","Louisville, KY",
"ABQ","Albuquerque, NM","DEN","Denver, CO",
"ABQ","Albuquerque, NM","SLC","Salt Lake City, UT",
"ABQ","Albuquerque, NM","LAX","Los Angeles, CA",
"ABQ","Albuquerque, NM","SFO","San Francisco, CA",
"ABQ","Albuquerque, NM","IAH","Houston, TX",
"ABQ","Albuquerque, NM","CNM","Carlsbad, NM",
"ABQ","Albuquerque, NM","PDX","Portland, OR",
"ABQ","Albuquerque, NM","SLC","Salt Lake City, UT",
"ABQ","Albuquerque, NM","ATL","Atlanta, GA",
"ABQ","Albuquerque, NM","DEN","Denver, CO",
"ABQ","Albuquerque, NM","IFP","Bullhead City, AZ",
"ABQ","Albuquerque, NM","DFW","Dallas/Fort Worth, TX",
"ABQ","Albuquerque, NM","DFW","Dallas/Fort Worth, TX",
"ABQ","Albuquerque, NM","DFW","Dallas/Fort Worth, TX",
"ABQ","Albuquerque, NM","LAX","Los Angeles, CA",
"ABR","Aberdeen, SD","MSP","Minneapolis, MN",
"ABR","Aberdeen, SD","MSP","Minneapolis, MN",
"ABR","Aberdeen, SD","FSD","Sioux Falls, SD",
"ABY","Albany, GA","ATL","Atlanta, GA",
"ABY","Albany, GA","JAX","Jacksonville, FL",
"ABY","Albany, GA","CAE","Columbia, SC",
"ABY","Albany, GA","RSW","Fort Myers, FL",
"ABY","Albany, GA","PBI","West Palm Beach/Palm Beach, FL",
"ABY","Albany, GA","MSY","New Orleans, LA",
"ABY","Albany, GA","SDF","Louisville, KY",
"ABY","Albany, GA","PNS","Pensacola, FL",
"ACK","Nantucket, MA","OWD","Norwood, MA",
"ACK","Nantucket, MA","EWB","New Bedford/Fall River, MA",
"ACK","Nantucket, MA","HYA","Hyannis, MA",
"ACK","Nantucket, MA","PVD","Providence, RI",
"ACK","Nantucket, MA","HPN","White Plains, NY",
"ACK","Nantucket, MA","IAD","Washington, DC",
"ACK","Nantucket, MA","BED","Bedford, MA",
"ACK","Nantucket, MA","HPN","White Plains, NY",
"ACK","Nantucket, MA","TEB","Teterboro, NJ",
"ACK","Nantucket, MA","JFK","New York, NY",
"ACK","Nantucket, MA","BED","Bedford, MA",
"ACK","Nantucket, MA","PVD","Providence, RI",
"ACK","Nantucket, MA","MVY","Martha's Vineyard, MA",
"ACK","Nantucket, MA","JFK","New York, NY",
"ACK","Nantucket, MA","EWB","New Bedford/Fall River, MA",
"ACK","Nantucket, MA","HYA","Hyannis, MA",
"ACK","Nantucket, MA","HPN","White Plains, NY",
"ACK","Nantucket, MA","BOS","Boston, MA",
"ACK","Nantucket, MA","MVY","Martha's Vineyard, MA",
"ACK","Nantucket, MA","JFK","New York, NY",
"ACK","Nantucket, MA","HYA","Hyannis, MA",
"ACT","Waco, TX","SWO","Stillwater, OK",
"ACT","Waco, TX","CKB","Clarksburg/Fairmont, WV",
"ACT","Waco, TX","IAH","Houston, TX",
"ACT","Waco, TX","MHK","Manhattan/Ft. Riley, KS",
"ACT","Waco, TX","XNA","Fayetteville, AR",
"ACT","Waco, TX","DFW","Dallas/Fort Worth, TX",
"ACT","Waco, TX","DFW","Dallas/Fort Worth, TX",
"ACV","Arcata/Eureka, CA","PSP","Palm Springs, CA",
"ACV","Arcata/Eureka, CA","LAX","Los Angeles, CA",
"ACV","Arcata/Eureka, CA","SFO","San Francisco, CA",
"ACV","Arcata/Eureka, CA","SFO","San Francisco, CA",
"ACV","Arcata/Eureka, CA","CEC","Crescent City, CA",
"ACV","Arcata/Eureka, CA","SMF","Sacramento, CA",
"ACV","Arcata/Eureka, CA","OAK","Oakland, CA",
"ACV","Arcata/Eureka, CA","UKI","Ukiah, CA",
"ACY","Atlantic City, NJ","DAL","Dallas, TX",
"ACY","Atlantic City, NJ","MYR","Myrtle Beach, SC",
"ACY","Atlantic City, NJ","FLL","Fort Lauderdale, FL",
"ACY","Atlantic City, NJ","PBI","West Palm Beach/Palm Beach, FL",
"ACY","Atlantic City, NJ","FLL","Fort Lauderdale, FL",
"ACY","Atlantic City, NJ","EWR","Newark, NJ",
"ACY","Atlantic City, NJ","TPA","Tampa, FL",
"ACY","Atlantic City, NJ","MYR","Myrtle Beach, SC",
"ACY","Atlantic City, NJ","FLL","Fort Lauderdale, FL",
"ACY","Atlantic City, NJ","RSW","Fort Myers, FL",
"ACY","Atlantic City, NJ","MCO","Orlando, FL",
"ACY","Atlantic City, NJ","TPA","Tampa, FL",
"ACY","Atlantic City, NJ","MYR","Myrtle Beach, SC",
"ACY","Atlantic City, NJ","FLL","Fort Lauderdale, FL",
"ACY","Atlantic City, NJ","RSW","Fort Myers, FL",
"ACY","Atlantic City, NJ","MCO","Orlando, FL",
"ACY","Atlantic City, NJ","PBI","West Palm Beach/Palm Beach, FL",
"ACY","Atlantic City, NJ","FRG","East Farmingdale, NY",
"ACY","Atlantic City, NJ","LBE","Latrobe, PA",
"ACY","Atlantic City, NJ","RDU","Raleigh/Durham, NC",
"ADK","Adak Island, AK","ANC","Anchorage, AK",
"ADK","Adak Island, AK","CDB","Cold Bay, AK",
"ADK","Adak Island, AK","ANC","Anchorage, AK",
"ADK","Adak Island, AK","ANC","Anchorage, AK",
"ADQ","Kodiak, AK","ANC","Anchorage, AK",
"ADQ","Kodiak, AK","ANC","Anchorage, AK",
"ADQ","Kodiak, AK","ANC","Anchorage, AK",
"ADQ","Kodiak, AK","ANC","Anchorage, AK",
"ADQ","Kodiak, AK","ANC","Anchorage, AK",
"ADQ","Kodiak, AK","DUT","Unalaska, AK",
"ADQ","Kodiak, AK","ANC","Anchorage, AK",
"ADQ","Kodiak, AK","DUT","Unalaska, AK",
"ADQ","Kodiak, AK","ANC","Anchorage, AK",
"ADQ","Kodiak, AK","AKK","Akhiok, AK",
"ADQ","Kodiak, AK","KLN","Larsen Bay, AK",
"ADQ","Kodiak, AK","KOZ","Ouzinkie, AK",
"ADQ","Kodiak, AK","KYK","Karluk, AK",
"ADQ","Kodiak, AK","OLH","Old Harbor, AK",
"ADQ","Kodiak, AK","ORI","Port Lions, AK",
"ADQ","Kodiak, AK","AKK","Akhiok, AK",
"ADQ","Kodiak, AK","KLN","Larsen Bay, AK",
"ADQ","Kodiak, AK","KOZ","Ouzinkie, AK",
"ADQ","Kodiak, AK","OLH","Old Harbor, AK",
"ADQ","Kodiak, AK","ORI","Port Lions, AK",
"ADQ","Kodiak, AK","ADQ","Kodiak, AK",
"ADQ","Kodiak, AK","09A","Homer, AK",
"ADQ","Kodiak, AK","AKK","Akhiok, AK",
"ADQ","Kodiak, AK","KLN","Larsen Bay, AK",
"ADQ","Kodiak, AK","KOZ","Ouzinkie, AK",
"ADQ","Kodiak, AK","KYK","Karluk, AK",
"ADQ","Kodiak, AK","OLH","Old Harbor, AK",
"ADQ","Kodiak, AK","ORI","Port Lions, AK",
"ADQ","Kodiak, AK","AKK","Akhiok, AK",
"ADQ","Kodiak, AK","KLN","Larsen Bay, AK",
"ADQ","Kodiak, AK","OLH","Old Harbor, AK",
"ADQ","Kodiak, AK","ORI","Port Lions, AK",
"ADS","Dallas, TX","GTR","Columbus, MS",
"ADS","Dallas, TX","SAV","Savannah, GA",
"ADS","Dallas, TX","ADS","Dallas, TX",
"ADS","Dallas, TX","CLL","College Station/Bryan, TX",
"ADS","Dallas, TX","LEX","Lexington, KY",
"ADS","Dallas, TX","STT","Charlotte Amalie, VI",
"ADS","Dallas, TX","GSO","Greensboro/High Point, NC",
"ADS","Dallas, TX","RWI","Rocky Mount, NC",
"AET","Allakaket, AK","ANC","Anchorage, AK",
"AET","Allakaket, AK","BTT","Bettles, AK",
"AET","Allakaket, AK","FAI","Fairbanks, AK",
"AET","Allakaket, AK","BTT","Bettles, AK",
"AET","Allakaket, AK","HUS","Hughes, AK",
"AET","Allakaket, AK","FAI","Fairbanks, AK",
"AET","Allakaket, AK","FAI","Fairbanks, AK",
"AEX","Alexandria, LA","IAH","Houston, TX",
"AEX","Alexandria, LA","BFI","Seattle, WA",
"AEX","Alexandria, LA","IAH","Houston, TX",
"AEX","Alexandria, LA","ATL","Atlanta, GA",
"AEX","Alexandria, LA","IAH","Houston, TX",
"AEX","Alexandria, LA","AEX","Alexandria, LA",
"AEX","Alexandria, LA","PSM","Portsmouth, NH",
"AEX","Alexandria, LA","MSP","Minneapolis, MN",
"AEX","Alexandria, LA","AUS","Austin, TX",
"AEX","Alexandria, LA","MIA","Miami, FL",
"AEX","Alexandria, LA","GPT","Gulfport/Biloxi, MS",
"AEX","Alexandria, LA","BRO","Brownsville, TX",
"AEX","Alexandria, LA","AZA","Phoenix, AZ",
"AEX","Alexandria, LA","MSP","Minneapolis, MN",
"AEX","Alexandria, LA","DAL","Dallas, TX",
"AEX","Alexandria, LA","MIA","Miami, FL",
"AEX","Alexandria, LA","SAT","San Antonio, TX",
"AEX","Alexandria, LA","EWR","Newark, NJ",
"AEX","Alexandria, LA","CSG","Columbus, GA",
"AEX","Alexandria, LA","GSO","Greensboro/High Point, NC",
"AEX","Alexandria, LA","BRO","Brownsville, TX",
"AEX","Alexandria, LA","MDT","Harrisburg, PA",
"AEX","Alexandria, LA","MSP","Minneapolis, MN",
"AEX","Alexandria, LA","DAL","Dallas, TX",
"AEX","Alexandria, LA","BED","Bedford, MA",
"AEX","Alexandria, LA","DFW","Dallas/Fort Worth, TX",
"AEX","Alexandria, LA","DFW","Dallas/Fort Worth, TX",
"AFW","Dallas/Fort Worth, TX","LBB","Lubbock, TX",
"AFW","Dallas/Fort Worth, TX","ICT","Wichita, KS",
"AFW","Dallas/Fort Worth, TX","SAT","San Antonio, TX",
"AFW","Dallas/Fort Worth, TX","MAF","Midland/Odessa, TX",
"AFW","Dallas/Fort Worth, TX","TUL","Tulsa, OK",
"AFW","Dallas/Fort Worth, TX","ELP","El Paso, TX",
"AFW","Dallas/Fort Worth, TX","MYR","Myrtle Beach, SC",
"AFW","Dallas/Fort Worth, TX","CHD","Chandler, AZ",
"AFW","Dallas/Fort Worth, TX","MCI","Kansas City, MO",
"AFW","Dallas/Fort Worth, TX","AEX","Alexandria, LA",
"AFW","Dallas/Fort Worth, TX","IAH","Houston, TX",
"AFW","Dallas/Fort Worth, TX","IAD","Washington, DC",
"AFW","Dallas/Fort Worth, TX","MIA","Miami, FL",
"AFW","Dallas/Fort Worth, TX","ORD","Chicago, IL",
"AFW","Dallas/Fort Worth, TX","IAH","Houston, TX",
"AFW","Dallas/Fort Worth, TX","EWR","Newark, NJ",
"AFW","Dallas/Fort Worth, TX","ONT","Ontario, CA",
"AFW","Dallas/Fort Worth, TX","DEN","Denver, CO",
"AFW","Dallas/Fort Worth, TX","OAK","Oakland, CA",
"AFW","Dallas/Fort Worth, TX","BWI","Baltimore, MD",
"AFW","Dallas/Fort Worth, TX","SEA","Seattle, WA",
"AFW","Dallas/Fort Worth, TX","PDX","Portland, OR",
"AFW","Dallas/Fort Worth, TX","CLT","Charlotte, NC",
"AFW","Dallas/Fort Worth, TX","MEM","Memphis, TN",
"AFW","Dallas/Fort Worth, TX","IAD","Washington, DC",
"AFW","Dallas/Fort Worth, TX","DFW","Dallas/Fort Worth, TX",
"AFW","Dallas/Fort Worth, TX","ATL","Atlanta, GA",
"AFW","Dallas/Fort Worth, TX","LAX","Los Angeles, CA",
"AFW","Dallas/Fort Worth, TX","PHX","Phoenix, AZ",
"AFW","Dallas/Fort Worth, TX","LBB","Lubbock, TX",
"AFW","Dallas/Fort Worth, TX","AUS","Austin, TX",
"AFW","Dallas/Fort Worth, TX","DTW","Detroit, MI",
"AFW","Dallas/Fort Worth, TX","DEN","Denver, CO",
"AFW","Dallas/Fort Worth, TX","SLC","Salt Lake City, UT",
"AFW","Dallas/Fort Worth, TX","SAN","San Diego, CA",
"AFW","Dallas/Fort Worth, TX","MSP","Minneapolis, MN",
"AFW","Dallas/Fort Worth, TX","IND","Indianapolis, IN",
"AFW","Dallas/Fort Worth, TX","MSY","New Orleans, LA",
"AFW","Dallas/Fort Worth, TX","IAD","Washington, DC",
"AFW","Dallas/Fort Worth, TX","TUL","Tulsa, OK",
"AFW","Dallas/Fort Worth, TX","MCI","Kansas City, MO",
"AFW","Dallas/Fort Worth, TX","MCO","Orlando, FL",
"AFW","Dallas/Fort Worth, TX","HRL","Harlingen/San Benito, TX",
"AFW","Dallas/Fort Worth, TX","SAT","San Antonio, TX",
"AFW","Dallas/Fort Worth, TX","IAH","Houston, TX",
"AFW","Dallas/Fort Worth, TX","ELP","El Paso, TX",
"AFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV",
"AFW","Dallas/Fort Worth, TX","OAK","Oakland, CA",
"AFW","Dallas/Fort Worth, TX","MEM","Memphis, TN",
"AFW","Dallas/Fort Worth, TX","ATL","Atlanta, GA",
"AFW","Dallas/Fort Worth, TX","FLL","Fort Lauderdale, FL",
"AFW","Dallas/Fort Worth, TX","OAK","Oakland, CA",
"AFW","Dallas/Fort Worth, TX","MEM","Memphis, TN",
"AFW","Dallas/Fort Worth, TX","LAX","Los Angeles, CA",
"AFW","Dallas/Fort Worth, TX","ANC","Anchorage, AK",
"AFW","Dallas/Fort Worth, TX","SAT","San Antonio, TX",
"AFW","Dallas/Fort Worth, TX","LBB","Lubbock, TX",
"AFW","Dallas/Fort Worth, TX","MAF","Midland/Odessa, TX",
"AFW","Dallas/Fort Worth, TX","TUL","Tulsa, OK",
"AFW","Dallas/Fort Worth, TX","ICT","Wichita, KS",
"AFW","Dallas/Fort Worth, TX","SHV","Shreveport, LA",
"AFW","Dallas/Fort Worth, TX","MEM","Memphis, TN",
"AFW","Dallas/Fort Worth, TX","MEM","Memphis, TN",
"AFW","Dallas/Fort Worth, TX","ONT","Ontario, CA",
"AFW","Dallas/Fort Worth, TX","ILN","Wilmington, OH",
"AFW","Dallas/Fort Worth, TX","SFO","San Francisco, CA",
"AFW","Dallas/Fort Worth, TX","JFK","New York, NY",
"AFW","Dallas/Fort Worth, TX","CVG","Cincinnati, OH",
"AFW","Dallas/Fort Worth, TX","ABE","Allentown/Bethlehem/Easton, PA",
"AFW","Dallas/Fort Worth, TX","SEA","Seattle, WA",
"AFW","Dallas/Fort Worth, TX","ATL","Atlanta, GA",
"AFW","Dallas/Fort Worth, TX","PHX","Phoenix, AZ",
"AFW","Dallas/Fort Worth, TX","SFO","San Francisco, CA",
"AFW","Dallas/Fort Worth, TX","JFK","New York, NY",
"AFW","Dallas/Fort Worth, TX","SCF","Phoenix, AZ",
"AFW","Dallas/Fort Worth, TX","ILN","Wilmington, OH",
"AFW","Dallas/Fort Worth, TX","YIP","Detroit, MI",
"AGC","Pittsburgh, PA","SLK","Saranac Lake/Lake Placid, NY",
"AGC","Pittsburgh, PA","STL","St. Louis, MO",
"AGC","Pittsburgh, PA","BDL","Hartford, CT",
"AGC","Pittsburgh, PA","TUL","Tulsa, OK",
"AGC","Pittsburgh, PA","SRQ","Sarasota/Bradenton, FL",
"AGC","Pittsburgh, PA","PKB","Parkersburg, WV",
"AGN","Angoon, AK","JNU","Juneau, AK",
"AGN","Angoon, AK","SIT","Sitka, AK",
"AGN","Angoon, AK","JNU","Juneau, AK",
"AGN","Angoon, AK","TKE","Tenakee, AK",
"AGN","Angoon, AK","JNU","Juneau, AK",
"AGN","Angoon, AK","EXI","Excursion Inlet, AK",
"AGN","Angoon, AK","JNU","Juneau, AK",
"AGN","Angoon, AK","SIT","Sitka, AK",
"AGS","Augusta, GA","YIP","Detroit, MI",
"AGS","Augusta, GA","GPT","Gulfport/Biloxi, MS",
"AGS","Augusta, GA","ATL","Atlanta, GA",
"AGS","Augusta, GA","CLT","Charlotte, NC",
"AGS","Augusta, GA","CLT","Charlotte, NC",
"AGS","Augusta, GA","CLT","Charlotte, NC",
"AGS","Augusta, GA","GPT","Gulfport/Biloxi, MS",
"AGS","Augusta, GA","MCN","Macon, GA",
"AGS","Augusta, GA","DFW","Dallas/Fort Worth, TX",
"AHN","Athens, GA","COU","Columbia, MO",
"AHN","Athens, GA","CLT","Charlotte, NC",
"AHN","Athens, GA","BED","Bedford, MA",
"AHN","Athens, GA","ATL","Atlanta, GA",
"AIA","Alliance, NE","DEN","Denver, CO",
"AIN","Wainwright, AK","ATK","Atqasuk, AK",
"AIN","Wainwright, AK","BRW","Barrow, AK",
"AIN","Wainwright, AK","PIZ","Point Lay, AK",
"AKB","Atka, AK","DUT","Unalaska, AK",
"AKI","Akiak, AK","BET","Bethel, AK",
"AKI","Akiak, AK","BET","Bethel, AK",
"AKI","Akiak, AK","KWT","Kwethluk, AK",
"AKI","Akiak, AK","BET","Bethel, AK",
"AKI","Akiak, AK","BET","Bethel, AK",
"AKI","Akiak, AK","KKI","Akiachak, AK",
"AKI","Akiak, AK","KLG","Kalskag, AK",
"AKI","Akiak, AK","KWT","Kwethluk, AK",
"AKI","Akiak, AK","BET","Bethel, AK",
"AKI","Akiak, AK","BET","Bethel, AK",
"AKK","Akhiok, AK","ADQ","Kodiak, AK",
"AKK","Akhiok, AK","KLN","Larsen Bay, AK",
"AKK","Akhiok, AK","ADQ","Kodiak, AK",
"AKK","Akhiok, AK","KYK","Karluk, AK",
"AKK","Akhiok, AK","OLH","Old Harbor, AK",
"AKK","Akhiok, AK","ADQ","Kodiak, AK",
"AKK","Akhiok, AK","KLN","Larsen Bay, AK",
"AKK","Akhiok, AK","OLH","Old Harbor, AK",
